Date,Close
3/16/2023 23:58:00,460
3/17/2023 23:58:00,460
3/18/2023 23:58:00,460.44
3/19/2023 23:58:00,460.44
3/20/2023 23:58:00,460.39
3/21/2023 23:58:00,460.42
3/22/2023 23:58:00,460.45
3/23/2023 23:58:00,460.48
3/24/2023 23:58:00,460.48
3/25/2023 23:58:00,460.48
3/26/2023 23:58:00,460.48
3/27/2023 23:58:00,461.5
3/28/2023 23:58:00,464.5
3/29/2023 23:58:00,460
3/30/2023 23:58:00,463.5
3/31/2023 23:58:00,464.5
4/1/2023 23:58:00,464.5
4/2/2023 23:58:00,460.34
4/3/2023 23:58:00,460.33
4/4/2023 23:58:00,464.5
4/5/2023 23:58:00,464.5
4/6/2023 23:58:00,460.33
4/7/2023 23:58:00,465
4/8/2023 23:58:00,465
4/9/2023 23:58:00,460.33
4/10/2023 23:58:00,460.33
4/11/2023 23:58:00,465
4/12/2023 23:58:00,464.5
4/13/2023 23:58:00,465.5
4/14/2023 23:58:00,464.5
4/15/2023 23:58:00,464.5
4/16/2023 23:58:00,460.43
4/17/2023 23:58:00,460.42
4/18/2023 23:58:00,465
4/19/2023 23:58:00,460.32
4/20/2023 23:58:00,463.5
4/21/2023 23:58:00,460.53
4/22/2023 23:58:00,460.53
4/23/2023 23:58:00,460.53
4/24/2023 23:58:00,460.53
4/25/2023 23:58:00,464.5
4/26/2023 23:58:00,463
4/27/2023 23:58:00,461.5
4/28/2023 23:58:00,462.5
4/29/2023 23:58:00,461.5
4/30/2023 23:58:00,460.47
5/1/2023 23:58:00,461.5
5/2/2023 23:58:00,462.5
5/3/2023 23:58:00,460.35
5/4/2023 23:58:00,462.5
5/5/2023 23:58:00,461
5/6/2023 23:58:00,461.5
5/7/2023 23:58:00,460.37
5/8/2023 23:58:00,461.5
5/9/2023 23:58:00,462.5
5/10/2023 23:58:00,462.5
5/11/2023 23:58:00,462.5
5/12/2023 23:58:00,462.5
5/13/2023 23:58:00,462.5
5/14/2023 23:58:00,460.53
5/15/2023 23:58:00,462
5/16/2023 23:58:00,461
5/17/2023 23:58:00,461
5/18/2023 23:58:00,462
5/19/2023 23:58:00,461
5/20/2023 23:58:00,461
5/21/2023 23:58:00,460.84
5/22/2023 23:58:00,461.5
5/23/2023 23:58:00,461
5/24/2023 23:58:00,461.5
5/25/2023 23:58:00,461.5
5/26/2023 23:58:00,461.5
5/27/2023 23:58:00,461.5
5/28/2023 23:58:00,460.75
5/29/2023 23:58:00,460.72
5/30/2023 23:58:00,462
5/31/2023 23:58:00,461.5
6/1/2023 23:58:00,461.26
6/2/2023 23:58:00,462
6/3/2023 23:58:00,462
6/4/2023 23:58:00,461.42
6/5/2023 23:58:00,462
6/6/2023 23:58:00,462
6/7/2023 23:58:00,462
6/8/2023 23:58:00,462.17
6/9/2023 23:58:00,464
6/10/2023 23:58:00,464
6/11/2023 23:58:00,462.4
6/12/2023 23:58:00,463.5
6/13/2023 23:58:00,463.5
6/14/2023 23:58:00,465.5
6/15/2023 23:58:00,465.5
6/16/2023 23:58:00,656.5
6/18/2023 23:58:00,656.5
6/19/2023 23:58:00,687.46
6/20/2023 23:58:00,755.5
6/21/2023 23:58:00,820
6/22/2023 23:58:00,816.5
6/23/2023 23:58:00,823
6/24/2023 23:58:00,823
6/25/2023 23:58:00,761.5
6/26/2023 23:58:00,813
6/27/2023 23:58:00,764.55
6/28/2023 23:58:00,754.45
6/29/2023 23:58:00,754.5
6/30/2023 23:58:00,760.27
7/1/2023 23:58:00,760.27
7/2/2023 23:58:00,760.27
7/3/2023 23:58:00,770.5
7/4/2023 23:58:00,771.38
7/5/2023 23:58:00,773.5
7/6/2023 23:58:00,774.5
7/7/2023 23:58:00,769.5
7/8/2023 23:58:00,769.5
7/9/2023 23:58:00,762.56
7/10/2023 23:58:00,787.65
7/11/2023 23:58:00,780.5
7/12/2023 23:58:00,776.5
7/13/2023 23:58:00,777.5
7/14/2023 23:58:00,776.5
7/15/2023 23:58:00,776.5
7/16/2023 23:58:00,776.5
7/17/2023 23:58:00,777.5
7/18/2023 23:58:00,789.5
7/19/2023 23:58:00,791.51
7/20/2023 23:58:00,791.01
7/21/2023 23:58:00,776.5
7/22/2023 23:58:00,776.5
7/23/2023 23:58:00,792.01
7/24/2023 23:58:00,793.32
7/25/2023 23:58:00,793.32
7/26/2023 23:58:00,788.5
7/27/2023 23:58:00,775.5
7/28/2023 23:58:00,775.78
7/29/2023 23:58:00,775.78
7/30/2023 23:58:00,772.44
7/31/2023 23:58:00,760.4
8/1/2023 23:58:00,758.52
8/2/2023 23:58:00,776.36
8/3/2023 23:58:00,778
8/4/2023 23:58:00,767.45
8/5/2023 23:58:00,767.45
8/6/2023 23:58:00,765.59
8/7/2023 23:58:00,751.12
8/8/2023 23:58:00,750.97
8/9/2023 23:58:00,769.27
8/10/2023 23:58:00,769.24
8/11/2023 23:58:00,769.2
8/12/2023 23:58:00,769.2
8/13/2023 23:58:00,772.17
8/14/2023 23:58:00,766.4
8/15/2023 23:58:00,760.5
8/16/2023 23:58:00,785.89
8/17/2023 23:58:00,767.97
8/18/2023 23:58:00,769.5
8/19/2023 23:58:00,769.5
8/20/2023 23:58:00,746.43
8/21/2023 23:58:00,765
8/22/2023 23:58:00,762.29
8/23/2023 23:58:00,760.5
8/24/2023 23:58:00,755.71
8/25/2023 23:58:00,772.34
8/26/2023 23:58:00,772.34
8/27/2023 23:58:00,771.34
8/28/2023 23:58:00,772.95
8/29/2023 23:58:00,772.47
8/30/2023 23:58:00,773.5
8/31/2023 23:58:00,773.5
9/1/2023 23:58:00,757.02
9/2/2023 23:58:00,757.02
9/3/2023 23:58:00,757.02
9/4/2023 23:58:00,757.49
9/5/2023 23:58:00,761
9/6/2023 23:58:00,754.36
9/7/2023 23:58:00,785.5
9/8/2023 23:58:00,789.5
9/9/2023 23:58:00,789.5
9/10/2023 23:58:00,789.5
9/11/2023 23:58:00,779.0475
9/12/2023 23:58:00,755
9/13/2023 23:58:00,784.5
9/14/2023 23:58:00,784.5
9/15/2023 23:58:00,784.74
9/16/2023 23:58:00,784.74
9/17/2023 23:58:00,768.24
9/18/2023 23:58:00,760.43
9/19/2023 23:58:00,776.5
9/20/2023 23:58:00,770.77
9/21/2023 23:58:00,767.93
9/22/2023 23:58:00,770.5
9/23/2023 23:58:00,770.5
9/24/2023 23:58:00,767.93
9/25/2023 23:58:00,779.55
9/26/2023 23:58:00,779.55
9/27/2023 23:58:00,781.5
9/28/2023 23:58:00,778.1
9/29/2023 23:58:00,770.5
9/30/2023 23:58:00,770.5
10/1/2023 23:58:00,769.55
10/2/2023 23:58:00,766.97
10/3/2023 23:58:00,766
10/4/2023 23:58:00,747.11
10/5/2023 23:58:00,762.04
10/6/2023 23:58:00,767
10/7/2023 23:58:00,767
10/8/2023 23:58:00,772.04
10/9/2023 23:58:00,759.21
10/10/2023 23:58:00,763.53
10/11/2023 23:58:00,766.709
10/12/2023 23:58:00,768.6
10/13/2023 23:58:00,770.01
10/14/2023 23:58:00,770.01
10/15/2023 23:58:00,770.01
10/16/2023 23:58:00,765.5
10/17/2023 23:58:00,765.5
10/18/2023 23:58:00,766
10/19/2023 23:58:00,764
10/20/2023 23:58:00,764
10/21/2023 23:58:00,764
10/22/2023 23:58:00,764
10/23/2023 23:58:00,764.595
10/24/2023 23:58:00,860.5
10/25/2023 23:58:00,817.91
10/26/2023 23:58:00,802.7
10/27/2023 23:58:00,795
10/28/2023 23:58:00,795
10/29/2023 23:58:00,795
10/30/2023 23:58:00,786.48
10/31/2023 23:58:00,787
11/1/2023 23:58:00,788.5
11/2/2023 23:58:00,786.09
11/3/2023 23:58:00,806.77
11/4/2023 23:58:00,806.77
11/5/2023 23:58:00,806.77
11/6/2023 23:58:00,800
11/7/2023 23:58:00,786.59
11/8/2023 23:58:00,803.3
11/9/2023 23:58:00,803.006
11/10/2023 23:58:00,805
11/11/2023 23:58:00,805
11/12/2023 23:58:00,805
11/13/2023 23:58:00,836
11/14/2023 23:58:00,905.5
11/15/2023 23:58:00,843.58
11/16/2023 23:58:00,845.5
11/17/2023 23:58:00,840.04
11/18/2023 23:58:00,840.04
11/19/2023 23:58:00,840.04
11/20/2023 23:58:00,820.18
11/21/2023 23:58:00,816.6
11/22/2023 23:58:00,804.39
11/23/2023 23:58:00,804.94
11/24/2023 23:58:00,812.5
11/25/2023 23:58:00,812.5
11/26/2023 23:58:00,812.5
11/27/2023 23:58:00,799.5
11/28/2023 23:58:00,799.5
11/29/2023 23:58:00,794
11/30/2023 23:58:00,790.5
12/1/2023 23:58:00,789
12/2/2023 23:58:00,789
12/3/2023 23:58:00,789
12/4/2023 23:58:00,799
12/5/2023 23:58:00,802.5
12/6/2023 23:58:00,803.5
12/7/2023 23:58:00,801.75
12/8/2023 23:58:00,802.5
12/9/2023 23:58:00,803.5
12/10/2023 23:58:00,803.5
12/11/2023 23:58:00,798.5
12/12/2023 23:58:00,802.42
12/13/2023 23:58:00,802.5
12/14/2023 23:58:00,791
12/15/2023 23:58:00,802.99
12/16/2023 23:58:00,802.99
12/17/2023 23:58:00,802.99
12/18/2023 23:58:00,789.91
12/19/2023 23:58:00,802.5
12/20/2023 23:58:00,825
12/21/2023 23:58:00,825.0761
12/22/2023 23:58:00,903.89
12/23/2023 23:58:00,903.89
12/24/2023 23:58:00,903.89
12/25/2023 23:58:00,904.57
12/26/2023 23:58:00,905.1
12/27/2023 23:58:00,895.5
12/28/2023 23:58:00,896.62
12/29/2023 23:58:00,896.64
12/30/2023 23:58:00,896.64
12/31/2023 23:58:00,896.64
1/1/2024 23:58:00,899.1
1/2/2024 23:58:00,884.8
1/3/2024 23:58:00,891.9
1/4/2024 23:58:00,912.5
1/5/2024 23:58:00,914.47
1/6/2024 23:58:00,914.47
1/7/2024 23:58:00,914.47
1/8/2024 23:58:00,884.8065
1/9/2024 23:58:00,914.5
1/10/2024 23:58:00,951.49
1/11/2024 23:58:00,959
1/12/2024 23:58:00,957.51
1/13/2024 23:58:00,957.51
1/14/2024 23:58:00,957.51
1/15/2024 23:58:00,958.05
1/16/2024 23:58:00,895.5
1/17/2024 23:58:00,876.984
1/18/2024 23:58:00,895.52
1/19/2024 23:58:00,891.04
1/20/2024 23:58:00,891.04
1/21/2024 23:58:00,891.04
1/22/2024 23:58:00,891.01
1/23/2024 23:58:00,915.4505
1/24/2024 23:58:00,900.27
1/25/2024 23:58:00,888.5
1/26/2024 23:58:00,899.2
1/27/2024 23:58:00,899.2
1/28/2024 23:58:00,899.2
1/29/2024 23:58:00,893.5
1/30/2024 23:58:00,896.5
1/31/2024 23:58:00,896.5
2/2/2024 23:58:00,1194.5
2/3/2024 23:58:00,1194.5
2/4/2024 23:58:00,1194.5
2/5/2024 23:58:00,1250.5
2/8/2024 23:58:00,1404.01
2/9/2024 23:58:00,1474.62
2/10/2024 23:58:00,1474.62
2/11/2024 23:58:00,1474.62
2/12/2024 23:58:00,1503.5
2/13/2024 23:58:00,1515.59
2/14/2024 23:58:00,1516.5
2/15/2024 23:58:00,1517.2
2/16/2024 23:58:00,1493.73
2/17/2024 23:58:00,1493.73
2/18/2024 23:58:00,1493.73
2/19/2024 23:58:00,1493.73
2/20/2024 23:58:00,1606.3
2/21/2024 23:58:00,1607
2/22/2024 23:58:00,1607
2/23/2024 23:58:00,1607
2/24/2024 23:58:00,1607
2/25/2024 23:58:00,1607
2/26/2024 23:58:00,1564
2/27/2024 23:58:00,1579.08
2/28/2024 23:58:00,1630.66
2/29/2024 23:58:00,1617.55
3/1/2024 23:58:00,1578.06
3/2/2024 23:58:00,1578.06
3/3/2024 23:58:00,1578.06
3/4/2024 23:58:00,1512.49
3/5/2024 23:58:00,1561.01
3/6/2024 23:58:00,1591.17
3/7/2024 23:58:00,1591.5
3/8/2024 23:58:00,1594.34
3/9/2024 23:58:00,1594.34
3/10/2024 23:58:00,1594.34
3/11/2024 23:58:00,1625.23
3/12/2024 23:58:00,1612.78
3/13/2024 23:58:00,1608.11
3/14/2024 23:58:00,1594.5
3/15/2024 23:58:00,1611.12
3/16/2024 23:58:00,1611.12
3/17/2024 23:58:00,1611.12
3/18/2024 23:58:00,1564.46
3/19/2024 23:58:00,1477.25
3/20/2024 23:58:00,1481
3/21/2024 23:58:00,1370.49
3/22/2024 23:58:00,1469
3/23/2024 23:58:00,1469
3/24/2024 23:58:00,1469
3/25/2024 23:58:00,1424.83
3/26/2024 23:58:00,1395.02
3/27/2024 23:58:00,1418.57
3/28/2024 23:58:00,1393.51
3/29/2024 23:58:00,1421
3/30/2024 23:58:00,1421
3/31/2024 23:58:00,1304.34
4/1/2024 23:58:00,1306.67
4/2/2024 23:58:00,1309
4/3/2024 23:58:00,1319.6
4/4/2024 23:58:00,1319.6
4/5/2024 23:58:00,1247.75
4/6/2024 23:58:00,1247.75
4/7/2024 23:58:00,1247.75
4/8/2024 23:58:00,1241.63
4/9/2024 23:58:00,1250
4/10/2024 23:58:00,1239.86
4/11/2024 23:58:00,1242.29
4/12/2024 23:58:00,1200.5
4/13/2024 23:58:00,1200.5
4/14/2024 23:58:00,1200.5
4/15/2024 23:58:00,1153
4/16/2024 23:58:00,1141
4/17/2024 23:58:00,1140.64
4/18/2024 23:58:00,1150.27
4/19/2024 23:58:00,1151
4/20/2024 23:58:00,1151
4/21/2024 23:58:00,1075.75
4/22/2024 23:58:00,1075.75
4/25/2024 23:58:00,1282
4/26/2024 23:58:00,1306.22
4/27/2024 23:58:00,1306.22
4/28/2024 23:58:00,1325.96
4/29/2024 23:58:00,1357
4/30/2024 23:58:00,1390
5/1/2024 23:58:00,1394.5
5/2/2024 23:58:00,1372.95
5/3/2024 23:58:00,1382.5
5/4/2024 23:58:00,1382.5
5/5/2024 23:58:00,1393.74
5/6/2024 23:58:00,1384
